,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,umap_3d_x,umap_3d_y,umap_3d_z
78,78,A leading economist who vouched for Democratic presidential candidate Elizabeth Warren’s healthcare reform plan told Reuters on Thursday he doubts its staggering cost can be fully covered alongside her other government programs.,https://www.reuters.com/article/us-election-warren-healthcare-exclusive/exclusive-economist-who-backed-warren-healthcare-plan-has-doubts-about-her-wealth-tax-idUSKBN1XI01T,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.4506617,6.533602,5.7670593
79,79,"A leading U.S. group of cancer doctors is wary of new Trump administration proposals for lowering drug prices, particularly if new negotiation tools are introduced that will mean the U.S. government no longer routinely pays for all cancer drugs in the Medicare health program for older people.",https://www.reuters.com/article/us-health-cancer-asco/leading-oncology-group-wary-of-trump-drug-price-proposals-idUSKCN1IX3MP?utm_campaign=trueAnthem:+Trending+Content&utm_content=5b111b7f04d301069b81185d&utm_medium=trueAnthem&utm_source=twitter,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.8485904,5.435572,6.529238
80,80,"A London based Islamic group, which purports to be a “human rights organisation”, has had an advertisement claiming the Chinese coronavirus is an act of revenge from Allah pulled from Facebook.",http://feedproxy.google.com/~r/breitbart/~3/fJLpd_EKJpU/,Breitbart,islam,,Biased,Entirely factual,['purports'],5.1408873,3.8199935,3.196045
81,81,A majority of Americans do not agree with Democrats’ gun violence demagoguery. ,https://thefederalist.com/2019/02/21/facts-mass-shootings-support-gun-ownership-not-gun-control/?utm_source=The+Federalist+List&utm_campaign=e01eef4417-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-e01eef4417-83843357,Federalist,gun-control,right,Biased,Expresses writer’s opinion,['demagoguery'],7.6358757,9.39991,4.6464415
82,82,A man was sent to jail for 16 months Friday for calling in a bogus bomb threat at a London airport because he was running late and wanted to delay his flight.,https://www.foxnews.com/world/uk-man-jailed-for-calling-airport-bomb-hoax-because-he-was-late-to-his-flight,Fox News,islam,,Non-biased,Entirely factual,[],7.0670567,5.6000843,1.9369655
83,83,"A Minnesota Catholic leader on Wednesday rejected remarks made by a priest who called Islam the ""greatest threat in the world"" to the United States and Christianity.",http://rssfeeds.usatoday.com/~/617338726/0/usatodaycomnation-topstories~Minnesota-priest-calls-Muslim-immigrants-a-threat-drawing-rebuke-from-Catholic-Church/,USA Today,islam,,Non-biased,Entirely factual,[],7.3305674,5.399584,3.3706634
84,84,"A mix of militia members, Confederate followers and supporters of President Donald Trump faced off against more than a hundred left-wing protesters, some armed, many carrying signs or wearing T-shirts supporting Black Lives Matter.",https://www.reuters.com/article/us-global-race-protests-stone-mountain/right-wing-groups-clash-with-counter-protesters-in-several-u-s-states-idUSKCN25B116,Reuters,black lives matter,center,Non-biased,Entirely factual,[],7.066799,8.084636,2.060189
85,85,"A Multnomah County, Oregon, court had charged Reinoehl with the murder of Aaron Danielson on Saturday, and Portland police issued a warrant for his arrest, asking U.S. marshals to locate him.",https://www.reuters.com/article/us-global-race-protests-portland/suspect-in-portland-shooting-killed-by-police-during-arrest-idUSKBN25V0G0,Reuters,black lives matter,center,Non-biased,Entirely factual,[],7.1240973,8.265614,1.6634289
86,86,"A Muslim father in Birmingham, England, is being prosecuted for removing his son from LGBT lessons, which he claims risk the safety of his child.",http://feedproxy.google.com/~r/breitbart/~3/pvJwI36krGE/,Breitbart,marriage-equality,,Non-biased,Entirely factual,[],7.712649,5.0966682,2.2604036
87,87,"A narrow plurality of Democrats favor allowing men who say they are transgender to enter women’s sports, but the change is opposed two-to-one by adults, independents, parents, and middle-class voters, says a poll by Rasmussen Reports.",https://www.breitbart.com/politics/2019/06/06/poll-public-opposes-male-transgenders-womens-sports-two-one/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,sport,right,Non-biased,Entirely factual,[],8.6388445,4.9140296,2.5044785
88,88,A new coronavirus that has killed 26 people in China was confirmed in Europe for the first time on Friday as it spreads despite Chinese attempts to quarantine the city at the heart of the outbreak.,https://www.reuters.com/article/us-china-health/china-heads-into-lunar-new-year-on-shutdown-as-virus-spreads-idUSKBN1ZM087?feedType=RSS&feedName=topNews,Reuters,vaccine,,Non-biased,Entirely factual,[],5.0342965,3.3603394,3.7588823
89,89,A new report reveals that the 2017 GOP tax law was rife with monumental self-dealing by rich GOP lawmakers who have since benefited bigly.,https://www.alternet.org/2020/01/follow-the-money-gop-senators-are-making-millions-off-trumps-tax-cuts-and-will-repay-him-by-betraying-their-oath/,Alternet,middle-class,left,Biased,Somewhat factual but also opinionated,['rich'],3.7491999,5.6950707,5.2424703
90,90,"A new Trump administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.",http://rssfeeds.usatoday.com/~/618995402/0/usatodaycomwashington-topstories~New-Donald-Trump-immigration-policy-could-ban-thousands-of-African-immigrants-from-US/,USA Today,islam,,Non-biased,Entirely factual,[],4.4531198,6.4243956,2.022181
91,91,"A plan known as the Fairness for High-Skilled Immigrants Act is a boon to Silicon Valley billionaires, big business elites, and outsourcing firms, as they would be able to readily import more lower-paid Indian and Chinese foreign workers to take American jobs that would have otherwise gone to American citizens.",https://www.breitbart.com/politics/2019/02/11/billionaire-kochs-back-gop-dem-plan-to-outsource-middle-class-american-jobs-2/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,Biased,Expresses writer’s opinion,['boon'],3.509907,6.338067,2.8554564
92,92,"A poll released Tuesday finds 75 percent of Americans want substantial restrictions on abortion, including 60 percent of Democrats and 61 percent of those who identify as “pro-choice.”",https://www.breitbart.com/politics/2019/01/15/poll-75-americans-say-abortion-should-be-restricted/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,abortion,right,Non-biased,Entirely factual,[],7.6528373,5.70813,5.154605
93,93,"A president completely out of control, abusing government power to achieve his political ends, and desperate to prevent any check on his colossal Niagara Falls of bullshit, is about to make Twitter an object lesson, the first trophy in Trump's expanding war against free speech.",https://www.thedailybeast.com/twitter-boss-finds-the-balls-to-call-out-trumps-race-war-tweetbut-this-is-just-the-beginning?source=twitter&via=desktop,Daily Beast,islam,,Biased,Expresses writer’s opinion,"['abusing', 'colossal', 'Niagara', 'Falls', 'of', 'bullshit', 'out', 'control', 'trophy']",6.410189,6.384064,2.6797462
94,94,"A previous boom that saw gun sales double over a decade through 2016 corresponded largely with Democratic President Barack Obama’s time in office, when fears that gun control laws would be enacted drove gun aficionados to stock up.",https://www.reuters.com/article/us-usa-guns-sales/u-s-gun-sales-down-6-1-percent-in-2018-extending-trump-slump-idUSKCN1PN346?feedType=RSS&feedName=topNews,Reuters,gun-control,center,Biased,No agreement,['aficionados'],7.2968817,9.789076,4.37049
95,95,"A professor who teaches climate change classes — a subject some would question as a legitimate area of study — said she has seen students who suffer fear, grief, stress, and anxiety about the future.",https://www.breitbart.com/politics/2019/05/09/professor-climate-change-causes-anxiety-and-trumps-election-makes-it-worse/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,Non-biased,No agreement,[],2.928599,4.0621605,3.817147
96,96,"A protester could be seen throwing an object at Frey as he slinked away. Biden, so far, has enjoyed the luxury of remaining in his basement, hidden away from volatile activists who want answers.",https://www.breitbart.com/2020-election/2020/06/07/joe-biden-declines-calls-defund-police/,Breitbart,elections-2020,right,Biased,Somewhat factual but also opinionated,"['slinked', 'volatile', 'luxury', 'away']",5.33416,6.5337253,4.173409
97,97,A pro-Trump political ad quotes Joe Biden directly and the lying liars at the lying PolitiFact still rate it “mostly false.”,http://feedproxy.google.com/~r/breitbart/~3/YBYa1vPA6fg/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['lying', 'liars']",5.542277,5.880478,4.144843
98,98,A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.,https://eu.usatoday.com/story/news/politics/2019/01/30/virginia-late-term-abortion-debate-loosen-restrictions-goes-viral/2723449002/,USA Today,abortion,center,Biased,Somewhat factual but also opinionated,"['clash', 'erupting']",7.5579767,5.5238276,5.3429093
99,99,"A quarter of Americans have little or no interest in taking a coronavirus vaccine, a Reuters/Ipsos poll published on Thursday found, with some voicing concern that the record pace at which vaccine candidates are being developed could compromise safety.",https://www.reuters.com/article/us-health-coronavirus-vaccine-poll-exclu/exclusive-a-quarter-of-americans-are-hesitant-about-a-coronavirus-vaccine-reuters-ipsos-poll-idUSKBN22X19G,Reuters,vaccines,center,Non-biased,Entirely factual,[],5.8759985,3.043612,4.229682
100,100,"A recent piece in The Wall Street Journal by Walter Russell Mead has caused a bit of a stir among the chattering classes. Headlined “The Coronavirus May Make Trump Stronger,” it argues that President Trump’s abysmal and malfeasant handling of the greatest public health emergency in a century is a feature, not a bug, in his quest for a second term.",https://feeds.feedblitz.com/~/620594714/0/alternet_all~How-a-Yale-professor-trolls-the-liberals-on-Trump%e2%80%99s-reelection-by-writing-propaganda-disguised-as-academic-analysis/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,"['abysmal', 'malfeasant']",5.2187486,4.7087655,4.009358
101,101,"A recent study conducted by the Karolinska Institute and Linkoping University in Sweden found biological males — claiming to be transgender women — who were administered a full year of hormone therapy, still maintained muscle mass and strength advantages over biological women.",http://feedproxy.google.com/~r/breitbart/~3/KH-y3pWDIMk/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,"['claiming', 'biological']",8.803139,4.81455,2.1912608
102,102,A recent study found that college students from high-income households are borrowing more money for school than students from households with lower incomes. The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years.,https://www.breitbart.com/tech/2019/12/06/report-wealthy-college-students-borrow-more-money-for-education/,Breitbart,student-debt,right,Non-biased,Entirely factual,['drastic'],2.6591573,7.0069776,5.5550966
103,103,"A reminder: The bill that Republicans in Tennessee are trying to quash would make these hygiene products tax-free for THREE DAYS, once a year!!!!",https://www.alternet.org/2020/02/tennessee-republican-fights-tax-free-tampon-bill-warning-people-may-buy-too-many-tampons/,Alternet,taxes,left,Biased,Somewhat factual but also opinionated,['quash'],3.978067,5.509487,5.4657326
